id	title	text	label
70	'Logo competition on Việt Nam, New Zealand relationship launched'	"New Zealand Ambassador to Việt Nam Wendy Matthews launches a logo competition as part\xa0of activities to kick off the 45th anniversary of diplomatic relations between Việt Nam and New Zealand in 2020. — Photo courtesy of New Zealand Embassy in Việt Nam\nHÀ NỘI — The New Zealand Embassy in Việt Nam has launched a logo competition as part of activities to kick off the 45th anniversary of diplomatic relations between Việt Nam and New Zealand in 2020.\nThe competition calls for entrants to design a creative logo that represents the countries'\xa0strong bilateral relationship. It should display innovative and modern design styles with clear shapes and colour.\nVietnamese of any\xa0age\xa0are welcome to join the competition.\n“2020 is a milestone year for our bilateral relationship as we celebrate 45 years of diplomatic relations. The New\xa0Zealand-Việt\xa0Nam partnership is going from strength to strength,” said New Zealand Ambassador to Việt Nam Wendy Matthews at a launching ceremony held on Thursday (Dec 5) at the University of Industrial Fine Arts in Hà Nội.\n“The winning logo will be a core part of the branding for the events and activities we will undertake in 2020\xa0to mark this important milestone,”\xa0Matthews said.\nThe winner will receive a prize of VNĐ8 million (US$345), while\xa0the winner of the “most liked” online voting prize will receive a voucher to buy a Kindle.\nAll participants can submit five logos or less, formatted to a jpeg file at least 3MB but not larger than 5MB, to be sent to nzvn45@gmail.com by January \xa06.\nThe winner will be announced on February 6 on Waitangi Day, New Zealand’s national day. — VNS"	politics-laws
71	"VN affirms sovereignty following China's airship deployment to East Sea"	'Satellite photo shows\xa0aerostat-shaped object floating on the Mischief Reef. Photo courtesy of\xa0ImageSat International (ISI)\nHÀ NỘI — Việt Nam foreign affairs spokeswoman on Thursday reaffirmed the country’s sovereignty over the Spratly Islands after images showing an airship deployed above the China-occupied Mischief Reef.\n“Việt Nam has full legal grounds and historical evidence to affirm its sovereignty over the Hoàng Sa (Paracel) and Trường Sa (Spratly) islands,” spokeswoman Lê Thị Thu Hằng told reporters at the regular press briefing.\n“Việt Nam asked all parties to respect the sovereignty, sovereignty rights and jurisdiction of Việt Nam, to seriously abide by international law and to contribute in a responsible and constructive manner to the sustaining of security, safety, peace and stability in the East Sea (South China Sea),” she added.\nIsraeli satellite company ImageSat International (ISI) posted a photo on its Twitter account on November 11 showing an aerostat-shaped object floating on the Mischief Reef – known by Vietnamese as the Vành Khăn Reef.\nThe satellite image was the first evidence China had deployed an airship to the atoll probably for reconnaissance purposes, said the company.\nAccording to military magazine Kanwa Asian Defence, the high-powered aerostats can monitor both airborne targets and mobile ground objects within a radius of 300km.\nThe Mischief Reef was among seven features in the Spratly Islands illegally taken by China and built into an artificial island having both military and civilian structures.\nChina was increasingly intensifying its military presence in the disputed East Sea where it claimed more than 90 per cent.\nForeign spokeswoman Hằng also that Việt Nam was investigating claims a Chinese coast guard ship appeared in Việt Nam’s continental shelf.\nThere were spreading rumours a Chinese coast guard vessel made its way into the southern continental shelf of Việt Nam in recent days, interrupting the country’s oil and gas activities.\nTonle Sap area\nVietnam’s representative agencies in Cambodia have been closely following the relocation of Vietnamese Cambodians in the Tonle Sap area in Cambodia and have timely taken measures to assist those who had to relocate, the Foreign Ministry spokesperson\xa0said.\nAt the press briefing, the spokesperson affirmed that Việt Nam understands Cambodia’s policy on sustainable social and economic development, including the relocation of residents in the Tonle Sap area in Kampong Chhnang province.\nShe added that Việt Nam’s representative agencies in Cambodia have asked Vietnamese Cambodians to follow the law and legal regulations of the host country.\nAsked to comment on opinions that land buying by Vietnamese Cambodians relocated from Tonle Sap is threatening Cambodia’s security and sovereignty, spokesperson Hằng affirmed that those are groundless arguments. — VNS'	politics-laws
72	'Int’l workshop discusses peace amid uncertainties'	"More than 200 delegates attend an international workshop opened in Hà Nội yesterday under the theme 'Sustaining Peace in time of Uncertainties: Towards Greater Regional Resilience and Responsiveness'. — Photo baoquocte.vn\nHÀ NỘI — An international workshop opened in Hà Nội yesterday under the theme 'Sustaining Peace in time of Uncertainties: Towards Greater Regional Resilience and Responsiveness'.\nThe two-day event, held by the Diplomatic Academy of Việt Nam and the Konrad Adenauer Stiftung foundation of Germany, is part of the 12th general conference of the Council for Security Co-operation in the Asia-Pacific (CSCAP). It has drawn more than 200 delegates, including some 100 foreign scholars and 35 diplomatic missions in Việt Nam.\nThe workshop takes place amidst changing and unpredictable international and regional situations, along with growing competition among superpowers in the region. It aims to be a platform for Vietnamese and foreign scholars and policy makers to assess challenges and opportunities for countries in maintaining a peaceful, stable and prosperous environment and promoting regional co-operation.\nAddressing the seminar, CSCAP co-chairmen Prof. Anthony Milner and former ASEAN Secretary-General Ong Keng Yong said as the world is in a transitional period, countries should consolidate\xa0trust to cope with increasingly complex challenges.\nDeputy Defence Minister of Malaysia Liew Chin Tong said amidst uncertainties in the region and fierce competition among superpowers, the role of middle powers and the centrality of ASEAN have become more\xa0important.\nMeanwhile, Deputy Foreign Minister of Việt Nam Nguyễn Quốc Dũng said Asia-Pacific is the\xa0region with the most dynamic development in the world, but it is also experiencing traditional and non-traditional security issues, as well as growing competition among global superpowers.\nIn this context, regional countries should enhance co-operation and co-ordinate policies to deal with common challenges, Dũng said.\nMultilateralism and the enhancement of co-operation in global and regional multilateral mechanisms have become the top priority in Việt Nam’s foreign policy, he said, noting that the country is committed to building a more cohesive and responsive ASEAN when it holds the\xa0bloc’s chairmanship in 2020.\nAs Việt Nam will also serve as a non-permanent member of the UN Security Council for 2020-21, it vows to act as a bridge linking this global organisation with ASEAN, the diplomat added.\nThirty papers from scholars will be presented at the conference, divided into six sessions, including topics such as whether multilateralism is declining or whether the world is gravitating towards a rule-based order or a strength-based one. — VNS"	politics-laws
73	'Ninth ASEAN Maritime Forum opens in Đà Nẵng'	'Head delegates pose for a photo at the forum. — VNA/VNS Photo\xa0Nguyễn Sơn\nĐÀ NẴNG — The 9th\xa0ASEAN Maritime Forum (AMF-9) opened in the central city of Đà Nẵng on Thursday, drawing more than 50 delegates from the 10 ASEAN countries and the ASEAN Secretariat.\nIn his remarks at the opening ceremony, Vũ Hồ, director of the ASEAN Department under the Vietnamese Ministry of Foreign Affairs, said maritime security co-operation is always a high priority in ASEAN co-operation and in ties between ASEAN and its partners.\nThe contents of co-operation range from ensuring maritime security and safety, conducting search and rescue and anti-piracy activities, and combating illegal fishing to promoting environmental protection and dealing with plastic waste.\nGiven the complex situation at sea, the AMF\xa0needs to review co-operation activities, identify difficulties\xa0and discuss measures to enhance co-operation in ensuring marine security, Hồ said.\nIn addition, he suggested the countries propose solutions to enhance the role of the AMF and the Expanded ASEAN Maritime Forum (EAMF) in promoting constructive dialogue, co-ordination and co-operation on sea-related issues in the region.\nFirst set up in 2010, the AMF provides a venue for ASEAN member states to hold dialogues and co-ordinate regarding maritime co-operation.\nFollowing AMF-9, the 7th EAMF will take place on Friday with the participation of government officials from the 10 ASEAN countries and eight partners, namely Australia, China, India, Japan, New Zealand, the Republic of Korea, Russia and the US. — VNS'	politics-laws
74	'Dioxin remediation project kicks\xa0off at Biên Hòa Airbase'	'Deputy Prime Minister Trương Hòa Bình, US Deputy Chief of Mission in Việt Nam Caryn R. McClelland, and representatives from ministries and sectors at the opening ceremony of the\xa0US-funded Dioxin Remediation at Biên Hòa Airbase Project. — Photo laodong.vn\nĐỒNG NAI — Work on the US-funded Dioxin Remediation at Biên Hòa Airbase Project in the southern province of Đồng Nai began on Thursday.\nA ceremony, held by the US Agency for International Development (USAID), the Việt Nam Defence-Air Force Service and the National Action Centre for Toxic Chemicals and Environmental Treatment (NACCET), was attended by Deputy Prime Minister Trương Hòa Bình, US Deputy Chief of Mission in Việt Nam Caryn R. McClelland, and representatives from ministries and sectors.\nUSAID plans to clean up 37 hectares at\xa0the airbase. The objective is to first eliminate the risk of further dioxin migration off base, working with Đồng Nai authorities to clean up surrounding areas, and treating contaminated soil.\nThe US has government committed US$300 million to restoring the airbase and its surrounding areas, which will take 10 years to complete.\nSpeaking at the event, Deputy PM Bình hailed the efforts of\xa0Vietnamese and US experts for their meticulous preparations for the project.\nOver 3.6 million hectares of forest were destroyed while 4.8 million Vietnamese people were exposed to Agent Orange/Dioxin, he said, adding that the toxic chemical was still taking its toll on the third generation.\nHe highlighted the project at Biên Hòa Airbase was an\xa0illustration of\xa0US\xa0commitment to work with\xa0Việt Nam on the post-war recovery efforts.\nHe ordered the Ministry of National Defence to co-ordinate with relevant ministries, sectors and localities to remove bottlenecks to accelerate the implementation of the project, while working to ensure safety during the detoxification process.\nMcClelland said\xa0the project at Biên Hòa Airbase was being carried out\xa0following the\xa0successful detoxification of\xa0Đà Nẵng Airport,\xa0and was a notable example of\xa0the sound partnership between Việt Nam and the US, who were trying to overcome the past and pave the way towards a future of friendship and prosperity.\nLocated about 30km from HCM City, Biên Hòa\xa0was a major US Army, Air Force, Navy and Marine base\xa0during the war. In 2016, USAID, in partnership with the Government of Việt Nam, completed an assessment of dioxin contamination at the airbase. The assessment identified almost 500,000 cubic metres of dioxin-contaminated soil and sediment in need of remediation – almost four times the volume that was treated\xa0at Đà Nẵng Airport.\nOn the occasion, Deputy PM Bình and the US diplomat witnessed the signing of an agreement to implement a $65 million programme to support people\xa0with disabilities in eight priority provinces over\xa0the next five years between USAID and NACCET. — VNS'	politics-laws
75	'Party leader, President hails performance of public security force'	'Party General Secretary and President Nguyễn Phú Trọng and Minister of Public Security Tô Lâm during Wednesday meeting in Hà Nội. — VNA/VNS Photo Doãn Tấn\nHÀ NỘI — Party General Secretary and President Nguyễn Phú Trọng hailed the public security force for its\xa0achievements in 2019.\nAddressing a conference yesterday held by the standing board of the Central Public Security Commission, the Party leader said the\xa0force has played an extremely important role in maintaining political security and social order and safety\xa0while giving timely advice to the Party and State.\nThe Party chief commended\xa0the force for taking the\xa0initiative in monitoring, analysing and forecasting problems and providing timely\xa0strategic recommendations to the Party and State for its policies.\nHe also lauded the public security ministry for having\xa0ensured absolute security and safety of important targets, political events, international conferences, and activities of Party, State leaders, and international delegations.\nThe public security force has taken measures to ensure national security and interests, maintain political security and prevent sabotage attempts, while advising\xa0the Party and State on handling disputes, protecting national territory and national interests in the East Sea (internationally known as the South China Sea).\nHe said the effectiveness of State management in security and order has been enhanced, with efforts in the fight against corruption, black credit, drug-related crimes winning support from the public.\nThe co-ordination between the Ministry of Public Security and other ministries, agencies, sectors, localities in protecting security and order as well as in\xa0involving all people in protecting State security has produced important results, Trọng added.\nSecretary General Trọng also said that the force has focused on Party building work and achieved good results, while\xa0the leadership and commanding work was enhanced and reformed to follow reality at grassroots level.\nThe Party leader reminded the force that 2020 will witness many important political events. The force should analyse the causes of\xa0limitations\xa0to seek suitable solutions to those problems.\nHe also requested the force’s Party Committee to continue implementing the Party Central Committee’s resolutions on Party building, and select capable candidates for Party committees\xa0in the force for the 2020-2025 tenure, as well as to for the 13th Party Central Committee and the 15th National Assembly (2021-26 tenure).\nAt the conference, delegates focused on assessing the security and order situation along with the performance of the public security force in 2019. They analysed the causes behind the shortcomings and limitations of the force during last year, and outlined targets, requirements and tasks regarding the maintenance of security and order and building of the force in 2020.\nThe conference also evaluated the outcomes of the implementation of the Politburo’s Resolution 22-NQ/TW on continuing to reshuffle the apparatus of the Ministry of Public Security over the past nearly two years. — VNS'	politics-laws
76	'ASEAN-UN relations becomes role model of cooperation'	'Nguyễn Quốc Dũng Vice Foreign Minister of Việt Nam speaks at the opening of Seventh ASEAN-UN Workshop – 5th regional dialogue on political-security cooperation held in Hà Nội on Tuesday. — VNA/VNS Photo Lâm Khánh\nHÀ NỘI — Over the last four decades, ASEAN-United Nations relations have become a role model for co-operation between the UN and regional organisations, said Nguyễn Quốc Dũng Vice Foreign Minister of Việt Nam.\nHe made the statement at the Seventh ASEAN-UN Workshop – 5th regional dialogue on political-security co-operation which was held in Hà Nội on Tuesday.\nThe workshop aimed at discussing co-operation in support of the work of the ASEAN-Institute for Peace and Reconciliation (AIPR), including in conflict management and conflict resolution. It was organised by the Vietnamese Foreign Ministry and the UN Departments of Political and Peace building Affairs and Peace Operations.\nThe workshop drew\xa0more than 80 people including former senior officials, experts from ASEAN institutions, the UN as well as former\xa0Secretary-General of ASEAN Ong Keng Yong and Lê Lương Minh.\nDũng said the AIPR has become ASEAN’s knowledge hub and centre of excellence in building capacity on conflict resolution and strengthening peace-oriented values towards harmony, peace, security and stability in the region and beyond.\nGiven growing uncertainties from rapid development, he called for closer collaboration between ASEAN and the UN to enhance political and security co-operation in conflict prevention.\n“The ASEAN success story lies in its ability to help maintain regional peace and stability over the past decades. It has also reached out to contribute to global efforts for peace and security, including through participation in UN peacekeeping operations.”\n“With two ASEAN member states, Indonesia and Việt Nam, sitting on the UNSC in 2020, ASEAN can do more to synergise ASEAN’s regional efforts with the global cause led by the UN to ensure that international peace and security are secured and sustained amid fast-changing and complex developments. As the ASEAN Chair and non-permanent member of the UNSC in 2020, Việt Nam is committed to doing its utmost in this regard,” Dũng said.\nAddressing the workshop, Lim Jock Hoi, Secretary-General of ASEAN, highlighted the importance of collaboration in prevention of conflict through international diplomacy, research, knowledge sharing and networking.\n“As Southeast Asia lies in the centre of one of the most dynamic regions in the world, ASEAN will continue to promote peace and stability as well as economic prosperity in the region and continue to reinforce the ASEAN-centered regional architecture,” he said.\nAssistant Secretary General of the United Nations Khaled Khiari said strengthening co-operation with regional organisations was\xa0important tor the United Nations to address complex challenges to peace and security.\n“As ASEAN has become increasingly engaged in advancing global and regional approaches to peace and security, the ASEAN-Institute for Peace and Reconciliation has emerged as its first formalised platform for conflict prevention, including research in experiences of conflict resolution in the region,” he said.\nHe said the UN was ready to push collaboration with the ASEAN and AIPR, including the newly-established ASEAN Women’s Peace Registry.\nThe two-day workshop will end on Wednesday. — VNS'	politics-laws
77	'Experts gather to discuss anti-corruption'	'Deputy Inspector General Trần Ngọc Liêm speaks at\xa0 the 10th regional conference on preventing and combatting corruption in infrastructure projects in Asia-Pacific that took place in Hà Nội yesterday. — Photo thanhtra.com.vn\nHÀ NỘI — The enormous demand for infrastructure investment across Asia-Pacific had led to greater risks of corruption, Deputy Inspector General Trần Ngọc Liêm said yesterday.\nHe made the remarks in the opening speech of the 10th regional conference on preventing and combatting corruption in infrastructure projects in Asia-Pacific that took place in Hà Nội. The four-day conference has been jointly organised by the Organisation for Economic Co-operation and Development (OECD), the Asian Development Bank (ADB) and the Government Inspectorate of Việt Nam.\nLiêm said that building and developing infrastructure was deemed the backbone of economic growth, laying the foundations for the Government to provide basic public services for the people.\n“Investment demand for infrastructure in many countries in Asia-Pacific through large-scale projects has shot up dramatically in recent years, but it also brings with it greater risks of corruption,” he said.\n“It is a big challenge that many Asia-Pacific countries and nations around the world are dealing with.”\nDiana Torres, Project Manager, Transparency and Accountability at UNDP in Asia and the Pacific, said that estimations from the Global Infrastructure Hub (GIH) expected as much as US$97 trillion was required for global infrastructure investment by 2040, but there was a shortfall of about $18 trillion.\nThe thirst for infrastructure funding would even be exacerbated as up to 30 per cent of the resources for infrastructure was going to be lost through mismanagement, inefficiency and on corruption, said Torres.\n“Poor governance, lack of transparency and corruption can undermine any efforts (for quality infrastructure development) due to weak human resources, increased operational costs and the selection of unqualified contractors,” she said.\nVCCI Chairman Vũ Tiến Lộc said the conference would offer the country ideas to prevent and combat corruption, especially in the relationship between the Government and the business community.\n“Integrity is the heart of the business community. Integrity means doing business in a fair and square manner, or in other words, abiding by general principles, “ Lộc told the conference.\nHe also said the business community had to be fully aware of the role of integrity while working with the Government in order to eliminate the so-called culture of greasing the wheels. — VNS'	politics-laws
78	'PM lauds veterans association’s contributions to national development'	"PM Nguyễn Xuân Phúc presents the first-class Labour Order to the VAVN in honour of its contributions to socialism and national protection. — VNA/VNS Photo Thống Nhất\nHÀ NỘI — Prime Minister Nguyễn Xuân Phúc lauded the Veterans Association of Việt Nam (VAVN) for its active contributions to national construction and defence during a ceremony in Hà Nội yesterday to mark its 30th anniversary (December 6).\nIn his speech, he congratulated the VAVN on its achievements over the past three decades, as well as 585 outstanding individuals involved in the national patriotic emulation movement for the 2014-2019 period.\nHe asked the association to improve its operational efficiency to fulfil its tasks, adding that each VAVN official and member must have strong political will, hold absolute trust in the Party, and follow the Party's policies and guidelines and State laws.\nWar veterans were urged to fight wrongful allegations and “peaceful evolution” plots by hostile forces, as well as prevent “self-evolution” and “self-transformation”, while urging public involvement in the campaign “All people protect national security”.\nThe VAVN was assigned to work closely with the Việt Nam Fatherland Front at all levels to develop grassroots democracy and build a transparent, effective and efficient Party and administration.\nOn the occasion, PM Phúc presented the first-class Labour Order to the VAVN in honour of its contributions to socialism and national protection.\nSpeaking at the event, Defence Minister Gen. Ngô Xuân Lịch asked the VAVN Central Committee to continue carrying out the co-operation programme with the Việt Nam People’s Army for the 2017 – 2022 period, with a focus on building a strong political system and maintaining social security and order.\nChairman of the Lao Veterans Association Maj. Gen Somphone Keomisay presented the second-class Labour Order of the Lao President to VAVN Chairman Sen. Lieut. Gen Nguyễn Văn Được and the third-class Labour Order to VAVN Vice Chairmen Lieut. Gen Nguyễn Song Phi and Nguyễn Văn Đạo for their support in providing scholarships and Vietnamese language training for officers of the Lao Veterans Association.\nAccording to VAVN Chairman Nguyễn Văn Được, the association has nearly 3 million members from over 16,000 units in wards, communes and townships.\nOver 8,000 small and medium-sized enterprises, 1,300 co-operatives and 2,600 co-operative groups of VAVN members have created jobs for 800,000 workers. — VNS"	politics-laws
79	'PM welcomes director of Russia’s National Guard'	'Prime Minister Nguyễn Xuân Phúc (R) meets Director of the National Guard of\xa0Russia General Viktor Zolotov\xa0in Hà Nội on Tuesday. — VNA/VNS Photo Thống Nhất\nHÀ NỘI — Prime Minister Nguyễn Xuân Phúc received Director of the National Guard of\xa0Russia General Viktor Zolotov\xa0in Hà Nội yesterday.\nThe PM expressed his pleasure at the outcomes of talks between the Russian guest and Minister of Public Security Tô Lâm, which he said had\xa0opened up a new chapter in the co-operation between the National Guard of Russia and the Ministry of Public Security of Việt Nam.\n\nPhúc stressed that the visit\xa0to Russia by General Secretary of the Communist Party,\xa0President Nguyễn Phú Trọng in September last year\xa0and his own trip\xa0in May this year, as well as visits to Việt Nam by Russian Prime Minister Dmitry\xa0Medvedev and Speaker of the State Duma Vyacheslav\xa0Volodin in late 2018, had created a strong driving force for bilateral co-operation across all\xa0fields.\n\nHe noted the two countries were holding the Việt Nam\xa0Year in Russia and Russia Year in Việt Nam in 2019-20 with numerous activities to mark the 25th anniversary of the signing of the treaty on fundamental principles of the Việt Nam-Russia friendship and the 70th founding anniversary of bilateral diplomatic ties.\n\nThe PM, however, remarked that bilateral economic and trade ties were yet to match their\xa0political, defence and security potential, urging both sides to make more efforts to bolster their partnership in those fields.\n\nThe Vietnamese Government always supported\xa0and did\xa0its best to remove difficulties for Russian firms to do business in Việt Nam, PM Phúc said.\n\nPhúc also asked Russia to support Việt Nam’s viewpoint and position on the East Sea issue.\nHe expressed his wish for\xa0the National Guard of Russia to\xa0co-operate with Việt Nam’s Ministry of Public Security to prevent and combat terrorism and crime, suggesting the two sides exchange visits, share professional information, and work together on personnel training and the transfer of technology to\xa0serve\xa0the police.\n\nGeneral Viktor Zolotov\xa0agreed with PM Phúc’s suggestion, and said\xa0the National Guard of Russia was willing to share its experience with Việt Nam. The two sides could\xa0start with co-operation in specialised technical aspects, contributing to ensuring political security and social order and safety, he added. — VNS'	politics-laws
80	'VN, Kenya agree on measures to boost ties'	'Deputy Prime Minister and Foreign Minister Pham Binh Minh holds talks with\xa0Cabinet Secretary of the Kenyan Ministry of Foreign Affairs Monica Juma in Hà Nội on Tuesday. — VNA/VNS Photo Lâm Khánh\nHÀ NỘI — Việt Nam’s Deputy Prime Minister and Foreign Minister Phạm Bình Minh and Cabinet Secretary of the Kenyan Ministry of Foreign Affairs Monica Juma agreed on measures to enhance ties between the two countries during their talks in Hà Nội yesterday.\nThe two sides will enhance the exchange of delegations, especially high-level ones and those from ministries, agencies, localities and businesses.\nThe officials said bilateral trade had yet to match the potential of the two countries.\nMinh suggested Kenya facilitate Việt Nam’s export of garment-textiles, rice, clinker, mobile phones and components, saying the two countries should support their enterprises in market survey and investment promotion.\nLauding achievements Việt Nam had recorded, Juma said Kenya wanted to learn from the country’s experience in socio-economic development. She welcomed Vietnamese firms to invest in her country.\nThey agreed Việt Nam and Kenya need to soon sign documents creating a legal framework for co-operation, especially in the sphere of economy, like a framework agreement on collaboration in economy, culture, education and IT, an agreement on investment protection and promotion, one on double taxation avoidance and another on visa exemptions for diplomatic and official passport holders.\nThe two sides will set up a political consultation mechanism between their foreign ministries to intensify co-ordination, identify promising co-operation areas and the demands and strength of each side.\nMinh praised ties between Việt Nam and Kenya at multilateral forums as well as Kenya’s role in the East African Community, and expressed his hope for further support from the country when Việt Nam performs the role of non-permanent member of the UN Security Council and establishes an official relationship with the African Union.\nThe officials also discussed regional and international matters of shared concern, including the East Sea issue. Both stressed the importance of peace, stability, security, safety and freedom of navigation, and respect for international law.\nLater the same day, Prime Minister Nguyễn Xuân Phúc met Cabinet Secretary of the Kenyan Ministry of Foreign Affairs Juma.\nPM Phúc suggested ministries and sectors of the two countries be more active in negotiating to sign agreements to create a legal framework for the expansion of co-operation in all fields.\nPotential for bilateral ties was huge, particularly in trade, agriculture, transport, construction, education and healthcare, he said. However, economic co-operation results remained modest with two-way trade turnover stood at US$50 million.\nHe hoped that Kenya would send a business delegation to visit Việt Nam in the future to seek investment opportunities.\nPM Phúc proposed Kenya create conditions for Vietnamese products to enter the country.\nJuma said she wished to develop relations between the two countries to a new level. — VNS'	politics-laws
81	'Julia Roberts to join Michelle Obama for trip to Việt Nam'	'Michelle Obama will be joined in Việt Nam by award-winning actress Julia Roberts to talk about the importance of education for young girls. — Composite photo AFP\nHÀ NỘI\xa0—\xa0The Obama Foundation has confirmed that actress Julia Roberts will be joining Michelle Obama in Việt Nam on December 9 on behalf of the Obama Foundation’s Girls Opportunity Alliance to meet with local girls’ education organisations.\nThe former first lady and award-winning actress will be highlighting the importance of education to help adolescent girls reach their full potential. The Obama Foundation launched its Girls Opportunity Alliance last year.\nThe Obama Foundation is hosting a gathering of 200 civic leaders from Asia-Pacific in Kuala Lumpur from December 10 to December 14.\nFollowing their event in Việt Nam, Roberts will join Obama on-stage for a conversation on December 12 in Malaysia, moderated by TV host Deborah Henry. They will discuss their trip to Viet Nam, as well as “lessons from their own leadership journeys and their path-breaking careers,” according to a press release from the foundation.\n“It’s an awesome opportunity to help shine a light on all of those that are helping keep girls in schools,” Obama said. “We know that if a girl stays in school, they are more likely to help lift up not only themselves but their communities, too.”\nThough the events are closed to the public,\xa0certain sessions will be available via livestream on\xa0obama.org.—VNS'	politics-laws
82	"VN's trade turnover\xa0 to reach $500 bln: PM"	'Prime Minister Nguyễn Xuân Phúc speaks at the November cabinet meeting, on Monday. — VNA/VNS Photo Thống Nhất\nHÀ NỘI — Trade turnover is set to reach a record US$500 billion this year with surplus hitting $9.1 billion.\nPrime Minister Nguyễn Xuân Phúc revealed the good news on Monday, as he painted a bright picture of the country’s economy during 2019.\nAs he chaired the November cabinet meeting, the PM said Việt Nam’s exports are forecast to exceed $241 billion, an increase of 7.8 per cent compared to 2018.\nMacroeconomics was stable for the time being, he said, despite the consumer price index (CPI) in November increasing by 0.96 per cent over last month mainly due to a sharp hike in pork price.\nThe average CPI for the last 11 months, however, was up by only 2.57 per cent compared to the same period in 2018 – which was the lowest increase in the last three years.\nGrowth rate of retail and service sectors scored two digits in November, at 12.6 per cent which was the highest since 2014, the PM said.\nTourism also reached a new record high with 1.8 million inbound visitors arriving in Việt Nam last month alone.\nPork shortage\nAlthough the big picture looked good, there are concerns over a shortage of pork and an increase in the price of meat as the country heads into the festive season.\nIn a press conference on Monday afternoon following the cabinet meeting, deputy agriculture minister Phùng Đức Tiến confirmed that Việt Nam would be in short of about 200,000 tonnes of pork for the Tết (lunar new year) holiday which comes in less than two months’ time.\n“Deputy Prime Minister Vương Đình Huệ has ordered imports of pork from our partner countries, but it should be done in a way to balance the interests of the consumers and the local pig farmers,” Tiến told the reporters.\nPork shortage is a grave concern in Việt Nam as Vietnamese heavily rely on pork for their daily meals. Statistics by the Ministry of Industry and Trade show that Vietnamese consume on average about 5.4 million tonnes of meat a year, mostly pork accounting for 70 per cent at 3.8 million tonnes.\nAn outbreak of African swine fever, also known as hog cholera with a high fatality rate, has led to more than 5.7 million pigs being culled across the country since early February this year. It resulted in a severe pork shortage in the last quarter of 2019.\n“The number of pigs being culled rapidly decreased since June 30, by 88 per cent to the peak month (of the outbreak), which creates favourable condition (for farmers) to start repopulating the herds,” the deputy minister said.\nTiến also reported that pork prices dropped by half to around VNĐ70,000 (US$3) a kilo from the peak price in November following a meeting with deputy PM Huệ to control the price surge.\nViệt Nam would not be short of other meats as the production of other livestock increased by up to 390,000 tonnes this year compared to 2018, he said.\nDeputy minister of industry and trade Đỗ Thắng Hải, meanwhile, warned that a pork price surge during or after Tết holiday would affect the lives of residents and the CPI if the Government acted carelessly.\n“In China for example, pork prices hiked by 100 per cent and the CPI also rose by 1 per cent,” he said.\nHải reported that his ministry demanded the Việt Nam Directorate of Market Surveillance to halt exporting pork to other markets like China as well as to prevent pork smuggling from Thailand into Việt Nam via the Cambodian border.\n“We haven’t signed any deals on pork trade with Thailand and Cambodia,” he added.\n“Pork smuggling from those markets poses risks to food safety while it might also infect the domestic pigs with diseases.” — VNS\nPM Phúc says goodbye to leaving health minister\nPrime Minister Nguyễn Xuân Phúc on Monday praised former health minister Nguyễn Thị Kim Tiến for her dedicated contribution to the health sector in her last cabinet meeting.\nThe National Assembly in its meeting last month voted to remove the 60-year-old Tiến – the only female minister in the incumbent Government - from her post as she already reached the retirement age.\nThe health sector under Tiến’s leadership since 2011 gained great achievements, the PM said at the regular cabinet meeting on Monday. She was the one who initiated the policy to grant financial autonomy to hospitals, which helped to lift the income for medical staff, Phúc said.\n“The health sector also contributed to raising the life expectancy of Vietnamese through preventive health care and medical treatment. Việt Nam is proud to be one of the leading countries in terms of life expectancy,” he added.\nThe former minister said that she would always remember the last day she attended the cabinet meeting.\n“I am grateful to the Party, the Government, the National Assembly, the ministries, the municipalities and organisations which have accompanied the health ministry the whole time, especially during my tenure as a member of the Government,” Tiến said. — VNS'	politics-laws
83	'VN gets ready to chair ASEAN'	'Deputy Labour Minister Lê Quân speaks at a conference was held in Hà Nội yesterday by the Ministry of Labour, Invalids and Social Affairs to prepare for Việt Nam’s ASEAN Chair Year 2020. — Photo vneconomy.vn\nHÀ NỘI — A conference was held in Hà Nội yesterday by the Ministry of Labour, Invalids and Social Affairs to prepare for Việt Nam’s ASEAN Chair Year 2020.\nAccording to Deputy Labour Minister Lê Quân who spoke at the conference this is an important time for Việt Nam when the Government and all ministries are focused on preparing for a special year next year.\n“It is going to be a fundamental year for the ASEAN community when it will be conducting a mid-term review of the Master Plan on ASEAN Connectivity, with all concerned agencies evaluating their efforts from the previous stages and planning for the next ones in order to reach the ASEAN Community Vision 2025,” he said.\nQuân urged concerned ministries to come up with their own roadmaps and initiatives, and collaborate with the labour ministry and the Ministry of Foreign Affairs to achieve the goals of the ASEAN Chair Year.\nHe expressed his hope that the Secretary General, Deputy Secretary General of ASEAN and officials of the Secretariat will support Việt Nam in its role as the community’s chair.\nCongratulating Việt Nam on assuming the position, ASEAN Secretary General Lim Jock Hoi said: “The stability and sustainability of ASEAN over the last 50 years have created a foundation for dialogues, tackling common concerns, and establishing trust.\n“Human security is considered an essential factor which will ensure ASEAN’s freedom to grow, hence, the need for collaboration within the community is stronger than ever.”\nThe official expressed his hope that Việt Nam will play an active role in implementing action plans of the ASEAN Socio-Cultural Community (ASCC) and create more cooperation opportunities in the region, adding that the ASEAN Secretariat is willing to support the country’s activities as the community’s chair.\nOfficials also discussed key priorities of ASEAN in 2020 at the conference, with human resources development with an adaptation to the Fourth Industrial Revolution among the most essential. — VNS'	politics-laws
